Reciprocate,0.7138352394104004,538,3084
Relevance Model,1.0875928401947021,538,3084
DPO,2.016502857208252,538,3084
RLHF,2.8768844604492188,538,3084
Total,2.877673387527466,538,3084
Relevance Model,0.07410860061645508,962,1011
Reciprocate,0.1340618133544922,962,1011
DPO,0.505375862121582,962,1011
RLHF,1.209200382232666,962,1011
Total,1.2097194194793701,962,1011
Relevance Model,0.061980247497558594,162,6442
Reciprocate,0.1317448616027832,162,6442
DPO,0.3291308879852295,162,6442
RLHF,0.7277181148529053,162,6442
Total,0.7284669876098633,162,6442
Relevance Model,0.07361555099487305,521,6834
Reciprocate,0.12936043739318848,521,6834
DPO,0.6596014499664307,521,6834
RLHF,1.5854780673980713,521,6834
Total,1.5864665508270264,521,6834
Relevance Model,0.07334351539611816,772,4577
Reciprocate,0.12824535369873047,772,4577
DPO,0.6489624977111816,772,4577
RLHF,1.8800511360168457,772,4577
Total,1.8808648586273193,772,4577
Relevance Model,0.07070088386535645,776,3004
Reciprocate,0.12894463539123535,776,3004
DPO,0.5167415142059326,776,3004
RLHF,1.2581806182861328,776,3004
Total,1.2588586807250977,776,3004
Relevance Model,0.0591588020324707,416,738
Reciprocate,0.12956929206848145,416,738
DPO,0.1497664451599121,416,738
RLHF,0.2492671012878418,416,738
Total,0.24963879585266113,416,738
Relevance Model,0.07084298133850098,734,4625
Reciprocate,0.13225030899047852,734,4625
DPO,0.6286916732788086,734,4625
RLHF,1.5612776279449463,734,4625
Total,1.562088966369629,734,4625
Relevance Model,0.07634615898132324,470,7924
Reciprocate,0.13202309608459473,470,7924
DPO,0.7069010734558105,470,7924
RLHF,1.7617096900939941,470,7924
Total,1.762359380722046,470,7924
Relevance Model,0.09260296821594238,892,7847
Reciprocate,0.13255929946899414,892,7847
DPO,1.3832075595855713,892,7847
RLHF,3.421103000640869,892,7847
Total,3.421863079071045,892,7847
Relevance Model,0.07728147506713867,730,6259
Reciprocate,0.13283109664916992,730,6259
DPO,0.7846810817718506,730,6259
RLHF,1.9755442142486572,730,6259
Total,1.9759306907653809,730,6259
Relevance Model,0.07894444465637207,399,9255
Reciprocate,0.134993314743042,399,9255
DPO,0.7512247562408447,399,9255
RLHF,1.9450418949127197,399,9255
Total,1.9455852508544922,399,9255
Relevance Model,0.06967878341674805,380,8252
Reciprocate,0.13167405128479004,380,8252
DPO,0.6638641357421875,380,8252
RLHF,1.5846714973449707,380,8252
Total,1.5851988792419434,380,8252
Relevance Model,0.08173131942749023,359,8815
Reciprocate,0.13741350173950195,359,8815
DPO,0.700441837310791,359,8815
RLHF,1.713266134262085,359,8815
Total,1.713731050491333,359,8815
Relevance Model,0.06131553649902344,599,2139
Reciprocate,0.13287639617919922,599,2139
DPO,0.3214442729949951,599,2139
RLHF,0.7088775634765625,599,2139
Total,0.7092976570129395,599,2139
Relevance Model,0.08964991569519043,951,7417
Reciprocate,0.13309741020202637,951,7417
DPO,1.8296210765838623,951,7417
RLHF,3.3721799850463867,951,7417
Total,3.3731799125671387,951,7417
Relevance Model,0.0721888542175293,556,6662
Reciprocate,0.1360623836517334,556,6662
DPO,0.6688625812530518,556,6662
RLHF,1.6529567241668701,556,6662
Total,1.6535265445709229,556,6662
Relevance Model,0.06652235984802246,676,2698
Reciprocate,0.13627266883850098,676,2698
DPO,0.4181194305419922,676,2698
RLHF,0.9528684616088867,676,2698
Total,0.9537982940673828,676,2698
DPO,0.06128525733947754,127,497
Relevance Model,0.06899142265319824,127,497
RLHF,0.07362103462219238,127,497
Reciprocate,0.09580397605895996,127,497
Total,0.09658026695251465,127,497
Relevance Model,0.06088995933532715,466,4840
Reciprocate,0.1306915283203125,466,4840
DPO,0.42145752906799316,466,4840
RLHF,0.9769070148468018,466,4840
Total,0.9775807857513428,466,4840
Relevance Model,0.05524873733520508,208,2564
Reciprocate,0.13125014305114746,208,2564
DPO,0.14470958709716797,208,2564
RLHF,0.23506903648376465,208,2564
Total,0.23551082611083984,208,2564
Relevance Model,0.054146528244018555,56,5852
Reciprocate,0.12868881225585938,56,5852
DPO,0.23202967643737793,56,5852
RLHF,0.4721653461456299,56,5852
Total,0.4726428985595703,56,5852
Relevance Model,0.0941162109375,883,8614
Reciprocate,0.1303260326385498,883,8614
DPO,2.0292229652404785,883,8614
RLHF,3.626863956451416,883,8614
Total,3.6274399757385254,883,8614
Relevance Model,0.09923839569091797,917,9141
Reciprocate,0.13163447380065918,917,9141
DPO,2.1160876750946045,917,9141
Total,2.117877960205078,917,9141
Relevance Model,0.07176399230957031,501,6902
Reciprocate,0.13632988929748535,501,6902
DPO,0.6530201435089111,501,6902
RLHF,1.5531537532806396,501,6902
Total,1.553717851638794,501,6902
Relevance Model,0.07675051689147949,487,8542
Reciprocate,0.133558988571167,487,8542
DPO,0.7734906673431396,487,8542
RLHF,1.9620141983032227,487,8542
Total,1.9628329277038574,487,8542
Relevance Model,0.06080031394958496,480,3826
Reciprocate,0.13277363777160645,480,3826
DPO,0.34364914894104004,480,3826
RLHF,0.7986242771148682,480,3826
Total,0.79949951171875,480,3826
Relevance Model,0.07996916770935059,965,4666
Reciprocate,0.13202834129333496,965,4666
DPO,0.8614678382873535,965,4666
RLHF,2.252927303314209,965,4666
Total,2.2535600662231445,965,4666
Relevance Model,0.0610651969909668,320,5492
Reciprocate,0.13466930389404297,320,5492
DPO,0.36542201042175293,320,5492
RLHF,0.8189487457275391,320,5492
Total,0.8196449279785156,320,5492
Relevance Model,0.058240413665771484,323,1663
Reciprocate,0.13652372360229492,323,1663
DPO,0.15456390380859375,323,1663
RLHF,0.24480938911437988,323,1663
Total,0.24522137641906738,323,1663
Relevance Model,0.07599902153015137,736,6775
Reciprocate,0.13086843490600586,736,6775
DPO,0.8484904766082764,736,6775
RLHF,2.158498525619507,736,6775
Total,2.1591696739196777,736,6775
Relevance Model,0.05569148063659668,218,3985
Reciprocate,0.13060808181762695,218,3985
DPO,0.21872997283935547,218,3985
RLHF,0.4333169460296631,218,3985
Total,0.4339866638183594,218,3985
Relevance Model,0.09220433235168457,970,7729
Reciprocate,0.13225913047790527,970,7729
DPO,1.7072722911834717,970,7729
Total,1.7091176509857178,970,7729
Relevance Model,0.06322264671325684,553,4499
Reciprocate,0.12901520729064941,553,4499
DPO,0.4454917907714844,553,4499
RLHF,1.0695416927337646,553,4499
Total,1.0700905323028564,553,4499
Relevance Model,0.07641172409057617,282,9311
Reciprocate,0.1285078525543213,282,9311
DPO,0.668022871017456,282,9311
RLHF,1.6056811809539795,282,9311
Total,1.6062042713165283,282,9311
Relevance Model,0.056772470474243164,320,4290
Reciprocate,0.12906551361083984,320,4290
DPO,0.2831442356109619,320,4290
RLHF,0.617072343826294,320,4290
Total,0.6176981925964355,320,4290
Relevance Model,0.06205487251281738,385,5552
Reciprocate,0.12551021575927734,385,5552
DPO,0.416546106338501,385,5552
RLHF,0.9618556499481201,385,5552
Total,0.9626235961914062,385,5552
Relevance Model,0.053177833557128906,211,3446
Reciprocate,0.13026857376098633,211,3446
DPO,0.18021011352539062,211,3446
RLHF,0.335756778717041,211,3446
Total,0.33637142181396484,211,3446
Relevance Model,0.09472465515136719,962,7651
Reciprocate,0.13432669639587402,962,7651
DPO,1.726409912109375,962,7651
Total,1.7282614707946777,962,7651
Relevance Model,0.06515264511108398,346,6340
Reciprocate,0.13115215301513672,346,6340
DPO,0.4427163600921631,346,6340
RLHF,1.0516347885131836,346,6340
Total,1.0522663593292236,346,6340
Relevance Model,0.05776619911193848,296,3742
Reciprocate,0.13161802291870117,296,3742
DPO,0.24368810653686523,296,3742
RLHF,0.5161378383636475,296,3742
Total,0.5168521404266357,296,3742
Relevance Model,0.07292461395263672,390,7440
Reciprocate,0.1293046474456787,390,7440
DPO,0.5705454349517822,390,7440
RLHF,1.4041860103607178,390,7440
Total,1.4049434661865234,390,7440
Relevance Model,0.05427432060241699,334,1974
Reciprocate,0.13135719299316406,334,1974
DPO,0.17074012756347656,334,1974
RLHF,0.3098580837249756,334,1974
Total,0.31058168411254883,334,1974
Relevance Model,0.07866930961608887,555,7513
Reciprocate,0.1301097869873047,555,7513
DPO,0.7292611598968506,555,7513
RLHF,1.8515431880950928,555,7513
Total,1.8524150848388672,555,7513
Relevance Model,0.06363058090209961,569,3984
Reciprocate,0.13101458549499512,569,3984
DPO,0.427689790725708,569,3984
RLHF,0.9858591556549072,569,3984
Total,0.9865570068359375,569,3984
Relevance Model,0.07587885856628418,496,8513
Reciprocate,0.1313457489013672,496,8513
DPO,0.760387659072876,496,8513
RLHF,1.9746160507202148,496,8513
Total,1.975538969039917,496,8513
Relevance Model,0.06342864036560059,523,3713
Reciprocate,0.13213658332824707,523,3713
DPO,0.37277698516845703,523,3713
RLHF,0.8640990257263184,523,3713
Total,0.8645892143249512,523,3713
Relevance Model,0.06348490715026855,696,881
Reciprocate,0.1285543441772461,696,881
DPO,0.30365681648254395,696,881
RLHF,0.6609680652618408,696,881
Total,0.661583662033081,696,881
Relevance Model,0.062203168869018555,684,1200
Reciprocate,0.12758564949035645,684,1200
DPO,0.3093092441558838,684,1200
RLHF,0.694133996963501,684,1200
Total,0.694746732711792,684,1200
Relevance Model,0.06788969039916992,590,5401
Reciprocate,0.1316366195678711,590,5401
DPO,0.570742130279541,590,5401
RLHF,1.3924098014831543,590,5401
Total,1.393308162689209,590,5401
Relevance Model,0.07202744483947754,733,5216
Reciprocate,0.1336982250213623,733,5216
DPO,0.711540699005127,733,5216
RLHF,1.717729091644287,733,5216
Total,1.7185022830963135,733,5216
Relevance Model,0.07415938377380371,414,7434
Reciprocate,0.1327352523803711,414,7434
DPO,0.6030361652374268,414,7434
RLHF,1.4755256175994873,414,7434
Total,1.4762685298919678,414,7434
Relevance Model,0.05882835388183594,545,1554
Reciprocate,0.12882137298583984,545,1554
DPO,0.25783491134643555,545,1554
RLHF,0.5405185222625732,545,1554
Total,0.5410654544830322,545,1554
Relevance Model,0.06093454360961914,158,6684
Reciprocate,0.13069796562194824,158,6684
DPO,0.33609724044799805,158,6684
RLHF,0.7534728050231934,158,6684
Total,0.7540957927703857,158,6684
Relevance Model,0.08151412010192871,577,8521
Reciprocate,0.13393020629882812,577,8521
DPO,0.8548529148101807,577,8521
RLHF,2.2284772396087646,577,8521
Total,2.229130268096924,577,8521
Relevance Model,0.0871741771697998,717,8374
Reciprocate,0.1381535530090332,717,8374
DPO,1.412093162536621,717,8374
RLHF,2.6934311389923096,717,8374
Total,2.6941134929656982,717,8374
Relevance Model,0.05522465705871582,487,1442
Reciprocate,0.13160061836242676,487,1442
